,id,purpose_normalized,ClassPurpose
12245,154492,ampliar meu proprio negocio,investment
12247,154489,investimento,investment
12248,154488,nada a declarar,debt
12251,154484,pagar dividas,debt
12256,154474,quitar dividas e fazer investimentos,investment
12267,154460,pagar cheque especial,debt
12270,154454,comprar o veículo,investment
12273,154451,quitar cheque especial e cartões,debt
12274,154450,pagamento de dividas,debt
12277,154447,saldar cartão credito,debt
12279,154445,nada a declarar,debt
12281,154443,nada a declarar,debt
12282,154442,nada a declarar,debt
12283,154441,pagamento de diversos,investment
12284,154440,ampliar um negecio meu que ja esta funcionando,debt
12290,154428,negocios,debt
12295,154419,pagamentos pessoais,debt
12301,154410,fazer um investimento,investment
12302,154406,pagar dividas,debt
12303,154405,acertar algumas contas,investment
12306,154401,pagar cheque especial e emprestimo com taxa muito alta,debt
12310,154397,pra pagar a dívida do carro,debt
12311,154396,gastos variados,debt
12312,154395,gastos diversos,debt
12314,154392,quitar dívidas pessoas,debt
12315,154391,quitar umas dividas,debt
12316,154390,reformar casa,investment
12319,154386,pagar dividas,debt
12324,154378,problemas pessoais,debt
12327,154372,voltar p minha casa em spcuidar da saude de meu esposo,debt
12331,154366,investimento em negócios,investment
12332,154365,investimento,investment
12333,154364,nada a declarar,debt
12337,154359,invetimento,investment
12340,154353,22000,debt
12350,154339,fazer ampliação em meu negócio próprio,debt
12353,154335,quitar dividas,debt
12355,154333,quitar dívidas,debt
12361,154325,pagar escritura de imóvel,debt
12362,154323,pagamento de dívidas,debt
12363,154322,pagar dividas,debt
12364,154321,para investir em outro negócio falta quitar 05 parcelas do financiamento mais isto faço na hora,investment
12365,154320,nada a declarar,debt
12366,154318,quitação de dívidas,debt
12369,154315,pagar dividas pessoais,debt
12371,154311,pagar contas,debt
12374,154306,problemas pessoas,debt
12375,154305,investir venda de roupas e acessorios,investment
12376,154288,despesas medicas,debt
12377,154287,nada a declarar,debt
12378,154285,pra compra o carro,investment
12380,154281,montar salão de beleza,debt
12382,154279,para fazer reforma,investment
12383,154278,pra comprar uma moto,investment
12389,154270,nada a declarar,debt
12391,154268,para quitar o restante,debt
12392,154267,para pagar cheque especial e cartão de credito,debt
12393,154266,refinanciar uma outra dívida mais cara,debt
12394,154265,viajar,investment
12395,154264,investimento,investment
12396,154263,contrucao,debt
12397,154262,motivo particular,investment
12400,154259,para trocar de carro,debt
12401,154258,comprar mais outro veiculo,investment
12404,154255,renegociação de dívida,debt
12405,154254,reforma de imovel,investment
12406,154253,ponto comercial,investment
12411,154246,investir no capital da empresa,investment
12412,154245,para pagar dívidas de cartão,debt
12413,154244,reorganização financeira em divida unica,investment
12416,154239,reformar e quitar alguns débitos,debt
12417,154236,para concluir obra da casa,debt
12418,154235,para investir em meu negócio,investment
12420,154232,quitar algumas dividas pequenas,debt
12425,154227,para quitar dívidas acumuladas,debt
12426,154226,nada a declarar,debt
12429,154222,diversos,investment
12431,154219,refinanciamento de dividas,investment
12432,154218,pagar dívidas,debt
12433,154217,nada a declarar,debt
12435,154215,para ajudar pessoas da familia,debt
12436,154214,troca de veículo,debt
12437,154213,investimento em comércio,investment
12440,154208,quitar dívidas,debt
12443,154205,refinanciar dívidas da faculdade da minha filha,debt
12444,154204,sanar dívidas,debt
12445,154203,para dar e,debt
12450,154195,quitar dividas,debt
12451,154192,pagar algumas dividas e ficar com uma só,debt
12452,154191,educação,debt
12456,154187,investimento,investment
12458,154185,20000,debt
12460,154183,investimento,investment
12463,154179,nada a declarar,debt
12468,154173,investir em negócios e quitar divida n cartão d credito,investment
12469,154172,quitação de débitos,debt
12475,154162,pagar materias de construção,investment
12479,154157,nada a declarar,debt
12480,154155,pagamentos diversos,investment
12481,154154,organização financeira,investment
12484,154151,equilibrar orçamento,investment
12487,154147,pagar contas,debt
12489,154145,gasto diversos,investment
12490,154144,quitar dividas,debt
12492,154142,nada a declarar,debt
12493,154138,para quitar dividas,debt
12494,154137,pagar dividas,debt
12497,154133,reforma,debt
12498,154132,para abrir um negócio,debt
12500,154128,quitar o carro diminuir a prestação e pagar contas,debt
12503,154125,quitar dividaso,debt
12505,154121,dividas,debt
12506,154120,fluxo de caixa e quitar empréstimo em banco convencional,debt
12508,154116,estou abrindo uma loja e preciso do dinheiro para comprar mercadoria,investment
12516,154105,para investir numa escola de educação infantil,investment
12524,154093,aumento do estique da loja,debt
12529,154075,nada a declarar,debt
12530,154073,capital de giro,investment
12531,154072,pagar dívidas da escola de filhos,debt
12533,154069,sair do aluguel,debt
12535,154067,para quitar o veiculo,debt
12536,154063,reforma,debt
12537,154061,nada a declarar,debt
12538,154057,quitar emprestimos juros maiores,investment
12544,154049,quitar,investment
12546,154047,reformar casa,investment
12547,154045,reforma,debt
12548,154042,dívidas,debt
12549,154040,pagamento de dividas,debt
12551,154035,para reorganizar dívidas,debt
12558,154021,quitar dividas,debt
12559,154018,aquisicao de veiculo,investment
12561,154014,completar o valor do veículo,investment
12562,154013,quitar parcelas do veículo e pagar outras dívidas,debt
12563,154012,financiar um carro,investment
12566,154008,fazer um pequeno investimento,investment
12568,154006,casamento,debt
12569,154005,reforma apartamento,investment
12573,153997,para trocalo,debt
12574,153996,nada a declarar,debt
12575,153995,sanar dívidas,debt
12580,153983,investment_in_own_business,investment
12581,153980,pagar o veículo,debt
12582,153974,compra de uma moto,investment
12584,153970,para quitar a divida do veiculo ipva comprei assim,debt
12586,153967,particular,investment
12590,153959,saldar cheque especial e cartao,debt
12598,153946,pagar divida do cheque especial e cartão de credito,debt
12599,153945,nada a declarar,debt
12603,153940,investimento,investment
12604,153939,nada a declarar,debt
12609,153931,pagar um período na faculdade e fazer formatura,debt
12610,153929,pra acabamento de casa,debt
12611,153927,enverti loja compra material para revenda e trabalhar no veiculo,investment
12612,153926,quitar dívidas,debt
12614,153923,para pagar algumas dívidas,debt
12617,153919,pagamento parto filha,debt
12618,153918,outras dividas,debt
12619,153916,cirurgia,debt
12620,153915,nada a declarar,debt
12621,153914,comprar um carro usado para minha mulher,investment
12622,153913,para quitar a dívida do carro,debt
12623,153912,vários compromissos,debt
12626,153893,pagar outro empréstimo,debt
12634,153882,nada a declarar,debt
12640,153870,investimento,investment
12641,153869,rescisão de funcionário multa fgts,debt
12643,153864,para compra mercadoria para rervenda,investment
12645,153862,para reformas de minha casa,investment
12653,153849,finalizar uma reforma,investment
12654,153847,despesas variadas,debt
12655,153846,preciso para capital de giro em meu negocio,investment
12658,153843,nada a declarar,debt
12666,153830,pagar contas,debt
12668,153827,monta um pequeno negocio,investment
12669,153825,fluxo de caixa regularizar,debt
12671,153823,nada a declarar,debt
12673,153820,nada a declarar,debt
12674,153819,de novo,investment
12676,153817,instalação de energia fotovoltaica,investment
12677,153815,pagamentos cartão,debt
12678,153811,para normalizar pendencia finaceira de cartoes e documento do carro,debt
12684,153801,pagar contas,debt
12689,153793,construir,investment
12691,153790,para investir em um negocio proprio no ramo de estofados,investment
12693,153787,refinanciamento de empréstimos com taxas melhores,investment
12697,153783,pagar dividas e fazer investimento,investment
12698,153781,casamento,debt
12699,153780,financiar carro,investment
12700,153779,nada a declarar,debt
12701,153776,para obra de garagem e varanda da frente de minha casa própria que construí há uns 2 anos,investment
12702,153775,quitar esse ipva em aberto e mais algumas dividas pequenas,investment
12705,153766,pagar contas,debt
12709,153760,refinanciar,investment
12713,153755,contas no geral,debt
12721,153739,pagar dividas,debt
12722,153735,renegociar taxa de juros,debt
12723,153733,investimento no meu trabalho,investment
12726,153727,reforma,debt
12727,153726,reforma na casa,investment
12729,153721,pagar cartão de crédito,debt
12731,153718,refinanciamento em banco,debt
12735,153712,para quitação de outras despesas,debt
12736,153711,abrir negocio proprio,investment
12741,153702,compras pessoais,debt
12748,153691,cheque especial ipva,investment
12752,153684,comprar uma casa,investment
12755,153680,investimento,investment
12756,153679,comércio,investment
12757,153677,para quitar algumas dividas e termina a reforma d casa,investment
12758,153675,investimento negocio,investment
12759,153674,sair do cheque especial,debt
12764,153666,compra uma moto,debt
12767,153659,investimentos,investment
12770,153653,promover evento,investment
12771,153652,pagar divida,debt
12772,153651,dívidas,debt
12774,153648,pagar dívidas,debt
12775,153647,quitar cheque especial e outros,investment
12778,153643,viajem,investment
12781,153638,para a certa uma conat,investment
12782,153637,sair do cheque especial,debt
12784,153635,nada a declarar,debt
12785,153633,para investimento em imovel,investment
12786,153632,banco itau,debt
12788,153630,aquisição equipamentos,investment
12791,153627,para comprar imóvel,investment
12792,153624,para investir em construção,investment
12796,153619,nada a declarar,debt
12797,153618,pra quitar dividas,debt
12798,153617,reforma casa,investment
12799,153616,projeto pessoal,investment
12803,153611,nada a declarar,debt
12805,153608,pagar dividas,debt
12808,153605,para dar de entrada no carro,debt
12817,153595,dívidas,debt
12819,153591,quit,debt
12820,153590,pagar dividas,debt
12822,153588,tenho negócio propõe,debt
12823,153587,pagar um curso,debt
12827,153578,quitar dividas com cartão de crédito,debt
12828,153577,refinanciar emprestimos com menores juros,debt
12829,153575,capital de giro,investment
12830,153573,entrada em financiamento de imóvel,investment
12834,153566,quitar financiamento do carro e dos moveis,investment
12835,153565,pagar cartao de credito,debt
12838,153562,fazer caixa capital de giro,debt
12843,153553,pagar dividas,debt
12845,153551,viagem,investment
12846,153550,renegociar dividas,debt
12848,153547,nada a declarar,debt
12850,153544,nada a declarar,debt
12852,153539,casamento,debt
12854,153536,nada a declarar,debt
12855,153532,diversos,investment
12856,153531,pagar dívidas com juros elevados e abrir empresa de consultoria,debt
12858,153527,quitar dividas,debt
12862,153523,pagar dívidas,debt
12864,153520,para quitar emprestimos,investment
12868,153516,para abrir uma pequena empresa,investment
12869,153515,pagar empréstimo com juros altos,investment
12871,153511,quitar divida,debt
12875,153507,acabei de abri uma empresa e to precisando do capital pra investir em equipamento,investment
12876,153505,quitar dividas,debt
12877,153504,abrir negocio microempreendedorismo,investment
12878,153502,pagar umas dividas,debt
12882,153497,para compra um veiculo para esposa,investment
12887,153489,investimento,investment
12898,153477,renegociar dividas,debt
12899,153476,comprar carro,debt
12901,153473,para quitar o financiamento e redução de parcelas,investment
12902,153472,pagar uma conta,debt
